,campaign_name,adset_name,Region,Age Range,TargetAudience
1406,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Entrance Exam [ 7th Dec ],"India excl AP,KA,TM,TL",25-30,Exclude: Gen_HSPass LangTests and PostGrad
1407,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_KATNTSAP,India: Andhra Pradesh; Karnataka; Tamil Nadu; Telangana,24-30,CSE
1408,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1409,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1410,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Entrance Exam [ 31st Oct ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1411,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Related To Study In US [ 31st Oct ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1412,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1413,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1414,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1415,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1416,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1417,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1418,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1419,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1420,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1421,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1422,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1423,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1424,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1425,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1426,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1427,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1428,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1429,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
1430,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA AP&TS - 240224,India: Andhra Pradesh; Telangana,23-30,Abroad and Business&Marketing
1431,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1432,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1433,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
1434,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1435,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1436,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
1437,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1438,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1439,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1440,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1441,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1442,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
1443,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
1444,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1445,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1446,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1447,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
1448,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
1449,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1450,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1451,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1452,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1453,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1454,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1455,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1456,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1457,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1458,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1459,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1460,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1461,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1462,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1463,USP_Marketing+MBA_New Leads Campaign_240224,Marketing+MBA KA&TN - 240224,India: Karnataka; Tamil Nadu,23-30,Abroad and Business&Marketing
1464,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
1465,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1466,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1468,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1469,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1470,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1471,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1472,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1473,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1474,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1475,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1476,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1477,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1478,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1479,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1480,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1481,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1482,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1483,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1484,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
1485,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1486,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1487,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1488,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1489,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1490,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1491,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1492,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1493,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Entrance Exam [ 7th Dec ],"India excl AP,KA,TM,TL",25-30,Exclude: Gen_HSPass LangTests and PostGrad
1494,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_KATNTSAP,India: Andhra Pradesh; Karnataka; Tamil Nadu; Telangana,24-30,CSE
1495,USP_Video_More_Volume_No Logic_India_New Link,Entrance Exam,India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1496,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1497,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1498,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1499,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1500,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1501,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1502,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
1503,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Related To Study In US [ 7th Dec ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1504,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1505,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Focusing On University [ 4th Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1506,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1507,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Related To Study In US [ 7th Dec ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1508,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1509,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1510,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Entrance Exam [ 31st Oct ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1511,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1512,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1513,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
1514,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Focusing On University [ 4th Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1515,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1516,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1517,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1518,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1519,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1520,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1521,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1522,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Open Targeting - Advantage+ audience [ 23rd Nov ],India,25 - 30,
1523,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1524,USP_Video_More_Volume_No Logic_India_New Link,Related To Study In US,India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1525,USP_Video_More_Volume_No Logic_India_New Link,Open Targeting - Advantage+ audience,India,25 - 30,
1526,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1527,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
1528,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
1529,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Entrance Exam [ 31st Oct ],nan,,
1530,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1531,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
1532,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1533,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1534,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1535,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1536,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1537,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1538,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1539,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1540,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
1541,USP_Webinar2_270324,All India test aud Webinar_270324,India,24-33,CSE and PostGrad
1542,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Open Targeting - Advantage+ audience [ 31st Oct ],nan,,
1543,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1544,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1545,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1546,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1547,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1548,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1549,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1550,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1551,USP_MS + Coop Campaign_240224,MS + Coop All India Ad set - 240224,"India excl AP,KA,TM,TL",24-30,CSE
1552,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1553,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1554,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1555,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Related To Study In US [ 23rd Nov ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1556,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Entrance Exam [ 23rd Nov ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1557,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Focusing On University [ 4th Nov ],nan,,
1558,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1559,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1560,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1561,USP_Webinar_070324,All India Study abroad Interest 070324,India,24-32,Abroad
1562,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1563,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1564,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1565,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1566,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
1567,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1568,USP Study Abroad_Generic_240224,KA&TN Generic Leads Ad Set_240224,nan,,
1569,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1570,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1571,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1572,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1573,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1574,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1575,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1576,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1577,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1578,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1579,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Entrance Exam [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1580,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India Â– New Link,Related To Study In US [ 23rd Nov ],"India excl AP,KA,TM,TL",25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1581,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1582,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1583,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
1584,USP_MS + Coop Campaign_240224,MS + Coop KA&TN Ad set - 240224,India: Karnataka; Tamil Nadu,24-30,CSE
1585,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1586,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,Related To Study In US [ 31st Oct ],nan,,
1587,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1588,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1589,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Open Targeting - Advantage+ audience [ 31st Oct ],India,25 - 30,
1590,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
1591,USP Study Abroad_Generic_240224,AP&TS Generic Leads Ad Set_240224,nan,,
1592,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
1593,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,Entrance Exam [ 31st Oct ],India,25 - 30,LangTests and PostGrad Exclude: Gen_HSPass
1594,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,Focusing On University [ 23rd Nov ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1595,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
1596,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Related To Study In US [ 7th Dec ],India,25 - 30,Abroad and PostGrad Exclude: Gen_HSPass
1597,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Focusing On University [ 7th Dec ],India,25-30,Exclude: Gen_HSPass AvailUni and PostGrad
1598,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India Â– new link,Open Targeting - Advantage+ audience [ 7th Dec ],India,25 - 30,
