,campaign_name,adset_name,Region,Age Range,TargetAudience
0,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
1,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
2,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
3,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
4,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
5,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
6,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
7,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
8,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
9,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
10,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
11,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
12,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
13,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
14,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
15,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
16,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
17,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
18,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
19,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
20,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
21,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
22,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
23,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
24,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
25,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
26,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
27,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
28,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
29,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
30,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
31,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
32,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
33,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
34,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
35,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
36,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
37,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
38,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
39,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
40,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
41,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
42,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
43,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
44,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
45,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
46,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
47,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
48,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
49,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
50,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
51,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
52,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
53,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
54,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
55,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
56,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
57,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
58,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
59,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
60,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
61,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
62,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
63,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
64,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
65,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
66,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
67,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
68,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
69,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
70,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
71,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
72,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
73,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
74,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
75,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
76,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
77,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
78,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
79,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
80,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
81,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
82,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
83,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
84,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
85,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
86,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
87,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
88,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
89,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
90,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
91,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
92,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
93,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
94,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
95,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
96,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
97,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
98,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
99,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
100,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
101,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
102,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
103,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
104,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
105,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
106,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
107,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
108,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
109,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
110,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
111,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
112,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
113,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
114,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
115,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
116,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
117,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
118,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
119,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
120,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
121,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
122,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
123,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
124,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
125,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
126,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
127,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
128,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
129,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
130,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
131,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
132,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
133,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
134,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
135,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
136,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
137,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
138,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
139,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
140,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
141,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
142,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
143,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
144,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
145,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
146,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
147,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
148,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
149,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
150,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
151,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
152,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
153,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
154,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
155,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
156,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
157,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
158,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
159,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
160,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
161,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
162,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
163,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
164,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
165,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
166,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
167,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
168,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
169,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
170,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
171,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
172,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
173,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
174,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
175,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
176,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
177,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
178,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
179,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
180,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
181,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
182,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
183,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
184,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
185,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
186,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
187,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
188,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
189,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
190,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
191,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
192,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
193,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
194,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
195,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
196,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
197,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
198,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
199,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
200,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
201,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
202,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
203,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
204,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
205,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
206,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
207,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
208,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
209,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
210,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
211,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
212,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
213,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
214,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
215,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
216,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
217,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
218,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
219,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
220,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
221,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
222,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
223,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
224,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
225,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
226,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
227,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
228,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
229,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
230,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
231,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
232,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
233,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
234,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
235,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
236,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
237,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
238,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
239,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
240,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
241,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
242,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
243,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
244,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
245,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
246,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
247,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
248,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
249,USP_2_Lead-gen-1_220124,USP-2_Data_Job-title_India_exclude_KATNTSAP,"India excl AP,KA,TM,TL",24-30,CSE
250,USP Study Abroad_Generic_240224,All India Counselling Look-a-like_290224,nan,,
251,USP Study Abroad_Generic_240224,All India focusing on Uni Ad Set_060324,nan,,
252,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
253,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
254,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
255,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
256,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
257,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
258,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
259,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
260,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
261,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
262,USP_2_Lead-gen-2_Top4-states_050424,USP-2_KA_TN_050424,India: Karnataka; Tamil Nadu,25-35,CSE
263,USP_2_Lead-gen-2_Top4-states_050424,USP-2_AP_TS_050424,India: Andhra Pradesh; Telangana,25-35,CSE
264,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
265,USP Study Abroad_Generic_240224,All India Generic Leads Ad Set_240224,nan,,
